opportunity_id,lead_id,pipeline_stage,deal_value_usd,probability_percent,aging_days,expected_close_date,assigned_rep,lost_reason
O00702,L01297,Closed Lost,31624,0.0,30,2026-05-31,Karan Desai,Delayed Initiative
O00703,L01882,Closed Won,21059,100.0,36,2026-07-30,Karan Desai,
O00704,L01212,Lost,52209,0.0,22,2026-04-27,Neha Joshi,
O00705,L01161,Won,271005,100.0,28,2026-07-01,Priya Shah,
O00706,L04078,Inbound Lead,21485,69.0,1,2026-03-27,Priya Shah,
O00707,L02458,Negotiation,29647,,54,2026-06-14,Neha Joshi,
O00708,L03603,Proposal Shared,117078,67.0,40,2026-07-29,Karan Desai,
O00709,L04906,Discovery Call,74693,25.0,19,2026-09-04,Priya Shah,
O00710,L01942,Lost,16461,0.0,72,2026-07-21,Neha Joshi,Competitor Chosen
O00711,L00284,Technical Consultation,147641,28.0,36,2026-03-04,Karan Desai,
O00712,L00743,Discovery Call,232876,73.0,14,2026-06-25,Neha Joshi,
O00713,L02532,Solution Discussion,143942,92.0,52,2025-11-23,Priya Shah,
O00714,L02192,Technical Consultation,42434,15.0,42,2026-08-25,Karan Desai,
O00715,L01013,Closed Won,177476,100.0,42,2026-08-01,Amit Patel,
O00716,L00049,Won,24658,100.0,26,2025-12-15,Priya Shah,
O00717,L04170,Proposal Submitted,243899,59.0,44,2026-02-23,Neha Joshi,
O00718,L01667,Solution Discussion,26175,70.0,29,2026-01-01,Karan Desai,
O00719,L02516,Negotiation,467924,30.0,46,2026-05-02,Neha Joshi,
O00720,L02208,Solution Discussion,493653,66.0,1,2026-03-30,Karan Desai,
O00721,L02052,Technical Consultation,17469,65.0,26,2025-11-21,Karan Desai,
O00722,L01241,Discovery Call,443512,68.0,69,2025-11-12,Karan Desai,
O00723,L02780,Proposal Submitted,226358,,19,2026-06-05,Rahul Mehta,
O00724,L02033,Inbound Lead,21562,52.0,22,2026-04-12,Amit Patel,
O00725,L04692,Discovery Call,109717,65.0,26,2026-08-17,Priya Shah,
O00726,L02389,Discovery Call,366016,71.0,10,2026-08-17,Priya Shah,
O00727,L01136,Won,59402,100.0,1,2026-02-25,Priya Shah,
O00728,L02185,Technical Consultation,79921,61.0,30,2026-04-02,Neha Joshi,
O00729,L02459,Proposal Shared,135015,74.0,37,2026-05-30,Neha Joshi,
O00730,L00755,Proposal Shared,40026,50.0,33,2026-02-15,Priya Shah,
O00731,L04063,Lost,210728,0.0,32,2025-11-29,Neha Joshi,Budget Constraints
O00732,L04106,Closed Won,121187,100.0,35,2025-12-10,Karan Desai,
O00733,L02717,Discovery Call,422563,76.0,55,2026-07-09,Priya Shah,
O00734,L02154,Discovery Call,38298,70.0,31,2026-07-24,Amit Patel,
O00735,L03896,Negotiation,103408,46.0,23,2026-05-04,Amit Patel,
O00736,L04092,Closed Won,121996,100.0,29,2026-02-05,Amit Patel,
O00737,L00355,Proposal Submitted,89467,68.0,46,2026-07-20,Karan Desai,
O00738,L01273,Proposal Submitted,359826,92.0,63,2026-06-15,Rahul Mehta,
O00739,L01763,Closed Won,27735,100.0,22,2026-04-21,Rahul Mehta,
O00740,L01070,Solution Discussion,104722,57.0,36,2026-02-19,Priya Shah,
O00741,L04503,Technical Consultation,13302,57.0,41,2026-02-21,Neha Joshi,
O00742,L01555,Solution Discussion,102441,64.0,15,2026-04-04,Karan Desai,
O00743,L00669,Lost,328622,0.0,35,2026-06-04,Amit Patel,
O00744,L00453,Closed Won,284775,100.0,5,2026-05-06,Priya Shah,
O00745,L00539,Closed Won,483685,100.0,1,2026-06-20,Neha Joshi,
O00746,L03066,Closed Won,127719,100.0,42,2026-03-14,Rahul Mehta,
O00747,L03598,Closed Lost,21965,0.0,27,2026-01-25,Neha Joshi,Delayed Initiative
O00748,L00562,Lost,48251,0.0,39,2025-12-30,Priya Shah,Competitor Chosen
O00749,L00768,Discovery Call,42829,53.0,34,2026-06-23,Karan Desai,
O00750,L00087,Lost,295880,0.0,15,2026-07-14,Rahul Mehta,No Decision
O00751,L02394,Inbound Lead,491971,22.0,34,2026-05-09,Neha Joshi,
O00752,L01967,Discovery Call,22926,57.0,10,2026-01-16,Rahul Mehta,
O00753,L03643,Discovery Call,149484,31.0,62,2026-06-04,Neha Joshi,
O00754,L01434,Discovery Call,34978,30.0,7,2025-12-11,Karan Desai,
O00755,L01965,Lost,266789,0.0,31,2026-08-19,Priya Shah,Budget Constraints
O00756,L04617,Inbound Lead,317638,27.0,14,2026-02-18,Karan Desai,
O00757,L00744,Proposal Sent,499335,48.0,46,2026-06-08,Karan Desai,
O00758,L00231,Won,87449,100.0,28,2026-03-09,Rahul Mehta,
O00759,L01250,Closed Lost,226306,0.0,24,2026-08-18,Rahul Mehta,
O00760,L02465,Proposal Shared,148912,41.0,52,2026-04-03,Rahul Mehta,
O00761,L01183,Closed Won,368193,100.0,35,2025-12-20,Priya Shah,
O00762,L02853,Lost,30312,0.0,45,2026-05-07,Karan Desai,No Decision
O00763,L04558,Negotiation,39334,52.0,15,2025-11-15,Priya Shah,
O00764,L02639,Proposal Submitted,268213,36.0,6,2026-03-31,Neha Joshi,
O00765,L03196,Negotiation,79700,37.0,37,2026-01-01,Neha Joshi,
O00766,L01666,Lost,15472,0.0,28,2026-06-16,Priya Shah,Delayed Initiative
O00767,L00872,Negotiation,108633,29.0,47,2026-09-01,Neha Joshi,
O00768,L00459,Solution Discussion,26206,28.0,33,2026-07-05,Neha Joshi,
O00769,L03085,Lost,100213,0.0,39,2026-03-04,Priya Shah,No Decision
O00770,L01292,Inbound Lead,140561,68.0,2,2026-07-08,Karan Desai,
O00771,L03472,Won,433190,100.0,72,2026-04-10,Karan Desai,
O00772,L02404,Closed Won,90861,100.0,31,2026-01-10,Amit Patel,
O00773,L02307,Proposal Shared,137621,50.0,48,2026-01-04,Amit Patel,
O00774,L00543,Closed Won,256273,100.0,18,2026-07-27,Karan Desai,
O00775,L04964,Discovery Call,73408,31.0,41,2026-03-16,Karan Desai,
O00776,L03835,Closed Lost,109870,0.0,8,2026-04-08,Neha Joshi,No Decision
O00777,L03539,Lost,39953,0.0,44,2026-02-14,Karan Desai,Budget Constraints
O00778,L03400,Closed Lost,42627,0.0,27,2026-01-26,Priya Shah,Delayed Initiative
O00779,L00717,Proposal Sent,59853,87.0,35,2026-02-23,Neha Joshi,
O00780,L03843,Won,17746,100.0,48,2026-03-29,Neha Joshi,
O00781,L03504,Discovery Call,455207,41.0,10,2026-07-26,Amit Patel,
O00782,L03588,Proposal Sent,287656,65.0,21,2025-12-08,Rahul Mehta,
O00783,L01532,Solution Discussion,105402,35.0,44,2026-03-01,Neha Joshi,
O00784,L03417,Discovery Call,187224,75.0,76,2026-07-20,Rahul Mehta,
O00785,L04829,Negotiation,265915,40.0,32,2026-07-18,Priya Shah,
O00786,L00163,Proposal Sent,41673,40.0,46,2026-01-18,Karan Desai,
O00787,L04953,Closed Won,195434,100.0,32,2026-08-13,Karan Desai,
O00788,L01394,Closed Won,361076,100.0,73,2026-03-08,Rahul Mehta,
O00789,L04034,Negotiation,37308,,1,2026-03-03,Karan Desai,
O00790,L03007,Solution Discussion,337945,49.0,36,2026-09-01,Neha Joshi,
O00791,L00722,Closed Won,57207,100.0,2,2026-05-23,Amit Patel,
O00792,L00476,Discovery Call,76372,37.0,1,2026-05-22,Rahul Mehta,
O00793,L00766,Negotiation,196215,73.0,40,2026-09-02,Priya Shah,
O00794,L02529,Lost,420002,0.0,37,2026-05-25,Karan Desai,Delayed Initiative
O00795,L00520,Lost,282690,0.0,29,2026-08-06,Amit Patel,
O00796,L00385,Tech Call,432309,63.0,32,2025-11-22,Priya Shah,
O00797,L00239,Proposal Submitted,94345,68.0,96,2026-01-19,Amit Patel,
O00798,L01230,Closed Won,32408,100.0,29,2026-07-30,Priya Shah,
O00799,L02819,Negotiation,101879,32.0,45,2026-05-21,Priya Shah,
O00800,L01467,Closed Won,98203,100.0,22,2026-06-13,Priya Shah,
O00801,L01734,Tech Call,17242,51.0,40,2026-03-12,Amit Patel,
O00802,L00388,Proposal Submitted,79960,17.0,30,2026-04-14,Amit Patel,
O00803,L03170,Lost,35951,0.0,26,2026-09-03,Priya Shah,No Decision
O00804,L02823,Proposal Submitted,322622,27.0,71,2026-08-17,Neha Joshi,
O00805,L00793,Technical Consultation,230511,36.0,58,2026-01-18,Karan Desai,
O00806,L00949,Proposal Shared,18111,40.0,37,2026-06-26,Amit Patel,
O00807,L03922,Proposal Shared,92296,64.0,1,2026-06-30,Neha Joshi,
O00808,L03388,Discovery Call,10170,58.0,27,2026-06-29,Amit Patel,
O00809,L01320,Won,68615,100.0,89,2026-04-01,Neha Joshi,
O00810,L02663,Closed Won,138559,100.0,30,2026-05-17,Priya Shah,
O00811,L00974,Won,51967,100.0,57,2026-01-28,Neha Joshi,
O00812,L02622,Proposal Sent,79861,62.0,63,2026-05-18,Amit Patel,
O00813,L01246,Solution Discussion,363119,68.0,39,2026-07-14,Priya Shah,
O00814,L04323,Lost,23545,0.0,18,2026-08-23,Neha Joshi,Budget Constraints
O00815,L00215,Inbound Lead,25897,29.0,1,2026-03-30,Karan Desai,
O00816,L00345,Inbound Lead,374014,43.0,48,2026-08-27,Karan Desai,
O00817,L02540,Closed Lost,365520,0.0,18,2026-02-12,Rahul Mehta,Budget Constraints
O00818,L03413,Solution Discussion,66768,34.0,38,2025-11-18,Neha Joshi,
O00819,L00202,Negotiation,303015,46.0,10,2026-07-21,Amit Patel,
O00820,L02988,Closed Lost,442710,0.0,29,2026-07-03,Rahul Mehta,Budget Constraints
O00821,L02248,Won,132986,100.0,35,2026-07-10,Karan Desai,
O00822,L03432,Proposal Shared,100687,52.0,40,2026-01-06,Neha Joshi,
O00823,L04376,Proposal Shared,163805,56.0,12,2026-06-28,Neha Joshi,
O00824,L03059,Inbound Lead,88094,39.0,58,2026-06-14,Karan Desai,
O00825,L00353,Proposal Submitted,345044,,23,2026-06-01,Karan Desai,
O00826,L04146,Solution Discussion,32089,60.0,1,2026-02-27,Rahul Mehta,
O00827,L02463,Negotiation,26646,28.0,32,2026-07-20,Priya Shah,
O00828,L02738,Closed Lost,388678,0.0,35,2026-06-24,Karan Desai,
O00829,L00714,Negotiation,65722,28.0,38,2025-11-30,Karan Desai,
O00830,L03889,Inbound Lead,265392,39.0,62,2026-06-01,Karan Desai,
O00831,L00118,Won,34629,100.0,30,2026-07-28,Rahul Mehta,
O00832,L02124,Closed Won,459319,100.0,32,2026-02-04,Amit Patel,
O00833,L01031,Proposal Sent,425543,62.0,12,2026-07-11,Priya Shah,
O00834,L00408,Technical Consultation,24169,71.0,51,2026-08-17,Karan Desai,
O00835,L02317,Lost,382635,0.0,38,2026-07-01,Neha Joshi,Delayed Initiative
O00836,L03927,Proposal Shared,491795,60.0,26,2025-12-27,Neha Joshi,
O00837,L01726,Negotiation,218752,15.0,1,2026-08-05,Amit Patel,
O00838,L00180,Tech Call,300472,25.0,63,2026-07-11,Karan Desai,
O00839,L04923,Solution Discussion,491218,61.0,10,2025-11-26,Neha Joshi,
O00840,L03615,Closed Won,118322,100.0,23,2026-04-16,Karan Desai,
O00841,L02716,Won,58587,100.0,42,2026-05-10,Amit Patel,
O00842,L01040,Closed Won,63594,100.0,11,2026-08-16,Priya Shah,
O00843,L03167,Closed Won,92847,100.0,5,2026-07-03,Priya Shah,
O00844,L04349,Proposal Shared,28125,71.0,1,2026-04-14,Rahul Mehta,
O00845,L04192,Proposal Submitted,121150,37.0,49,2026-03-30,Priya Shah,
O00846,L01355,Proposal Sent,37465,52.0,24,2026-07-31,Rahul Mehta,
O00847,L02084,Inbound Lead,484694,70.0,93,2026-05-13,Neha Joshi,
O00848,L04970,Proposal Sent,96916,64.0,15,2025-11-30,Priya Shah,
O00849,L00948,Negotiation,203106,68.0,16,2026-04-15,Amit Patel,
O00850,L01909,Negotiation,76665,72.0,23,2026-01-17,Neha Joshi,
O00851,L04471,Discovery Call,68847,,39,2026-02-06,Rahul Mehta,
O00852,L01574,Negotiation,268419,63.0,25,2026-06-04,Neha Joshi,
O00853,L02635,Solution Discussion,26089,33.0,47,2025-12-30,Karan Desai,
O00854,L00447,Won,30685,100.0,15,2026-05-20,Neha Joshi,
O00855,L04540,Negotiation,14236,32.0,7,2026-03-14,Amit Patel,
O00856,L00606,Lost,111041,0.0,1,2026-03-15,Rahul Mehta,No Decision
O00857,L00489,Negotiation,56612,34.0,1,2025-11-15,Karan Desai,
O00858,L01768,Lost,421826,0.0,24,2025-12-25,Rahul Mehta,Competitor Chosen
O00859,L03935,Negotiation,54805,66.0,28,2026-07-18,Amit Patel,
O00860,L03905,Inbound Lead,441103,59.0,22,2026-07-12,Neha Joshi,
O00861,L00124,Proposal Submitted,99113,28.0,59,2026-03-10,Amit Patel,
O00862,L04303,Lost,45952,0.0,59,2026-02-01,Amit Patel,No Decision
O00863,L04619,Negotiation,114928,67.0,28,2026-01-22,Priya Shah,
O00864,L01956,Proposal Shared,364432,58.0,1,2025-12-17,Rahul Mehta,
O00865,L01758,Closed Lost,48776,0.0,23,2026-07-20,Karan Desai,Competitor Chosen
O00866,L02603,Closed Won,42009,100.0,23,2026-07-22,Priya Shah,
O00867,L01142,Closed Won,133312,100.0,21,2026-05-08,Priya Shah,
O00868,L04823,Closed Lost,11566,0.0,21,2026-01-27,Neha Joshi,No Decision
O00869,L02709,Negotiation,66750,90.0,21,2026-06-25,Rahul Mehta,
O00870,L00193,Negotiation,28092,61.0,27,2026-01-19,Karan Desai,
O00871,L03577,Discovery Call,227699,57.0,22,2025-12-19,Rahul Mehta,
O00872,L01425,Inbound Lead,70687,73.0,39,2026-01-23,Rahul Mehta,
O00873,L03838,Closed Lost,69841,0.0,42,2026-07-14,Neha Joshi,Competitor Chosen
O00874,L04245,Proposal Shared,70478,51.0,16,2026-01-12,Priya Shah,
O00875,L00678,Tech Call,37560,53.0,60,2026-02-08,Rahul Mehta,
O00876,L03032,Proposal Shared,346459,83.0,15,2026-09-04,Priya Shah,
O00877,L03878,Closed Lost,119271,0.0,2,2025-11-30,Neha Joshi,
O00878,L00437,Technical Consultation,62190,66.0,42,2025-11-12,Neha Joshi,
O00879,L01653,Won,206045,100.0,18,2026-04-17,Karan Desai,
O00880,L01371,Proposal Submitted,115697,46.0,41,2026-02-25,Rahul Mehta,
O00881,L03221,Negotiation,33555,93.0,1,2026-01-16,Karan Desai,
O00882,L00293,Proposal Shared,394579,42.0,62,2026-01-23,Karan Desai,
O00883,L02162,Negotiation,47687,47.0,48,2025-12-15,Rahul Mehta,
O00884,L04943,Closed Lost,16956,0.0,4,2026-03-28,Rahul Mehta,Budget Constraints
O00885,L03118,Won,106913,100.0,5,2026-03-10,Neha Joshi,
O00886,L00819,Closed Won,13609,100.0,68,2025-12-21,Neha Joshi,
O00887,L04791,Closed Lost,257612,0.0,20,2026-05-02,Neha Joshi,Delayed Initiative
O00888,L01842,Negotiation,24236,53.0,18,2026-07-20,Rahul Mehta,
O00889,L02800,Proposal Shared,144855,25.0,1,2026-02-06,Karan Desai,
O00890,L04488,Lost,147987,0.0,27,2026-05-16,Neha Joshi,Competitor Chosen
O00891,L01801,Closed Lost,36407,0.0,30,2026-02-02,Neha Joshi,Budget Constraints
O00892,L02494,Closed Lost,68542,0.0,49,2026-05-11,Priya Shah,Delayed Initiative
O00893,L00920,Proposal Shared,460455,50.0,7,2026-02-08,Neha Joshi,
O00894,L04317,Closed Lost,15312,0.0,4,2026-01-26,Karan Desai,
O00895,L02519,Negotiation,33902,72.0,44,2026-02-24,Amit Patel,
O00896,L02835,Negotiation,115256,58.0,55,2026-05-23,Amit Patel,
O00897,L02584,Closed Lost,29465,0.0,3,2026-02-20,Priya Shah,
O00898,L03708,Discovery Call,124457,34.0,56,2025-11-27,Amit Patel,
O00899,L04684,Discovery Call,245991,69.0,35,2025-12-23,Amit Patel,
O00900,L03447,Proposal Shared,23331,48.0,56,2025-12-05,Neha Joshi,
O00901,L02418,Tech Call,93969,45.0,33,2026-01-13,Priya Shah,
O00902,L01906,Technical Consultation,23202,,1,2026-06-07,Rahul Mehta,
O00903,L01605,Won,130485,100.0,31,2026-07-10,Amit Patel,
O00904,L01889,Closed Won,390712,100.0,56,2026-06-08,Amit Patel,
O00905,L00463,Closed Won,51351,100.0,17,2025-11-28,Amit Patel,
O00906,L01116,Won,115287,100.0,27,2025-12-06,Amit Patel,
O00907,L04707,Proposal Sent,24064,50.0,31,2026-06-07,Amit Patel,
O00908,L00066,Won,109115,100.0,1,2026-05-09,Priya Shah,
O00909,L00889,Closed Lost,348007,0.0,68,2026-04-26,Neha Joshi,No Decision
O00910,L03689,Negotiation,37285,28.0,16,2025-11-14,Rahul Mehta,
O00911,L03604,Won,98987,100.0,45,2026-08-15,Amit Patel,
O00912,L00181,Discovery Call,116585,40.0,33,2026-01-24,Karan Desai,
O00913,L02730,Won,107053,100.0,60,2026-02-06,Priya Shah,
O00914,L02725,Lost,122671,0.0,43,2026-05-17,Rahul Mehta,Competitor Chosen
O00915,L03451,Proposal Shared,42130,41.0,30,2026-03-29,Neha Joshi,
O00916,L03761,Inbound Lead,121535,67.0,17,2026-05-19,Karan Desai,
O00917,L02876,Proposal Sent,169961,69.0,50,2026-06-22,Rahul Mehta,
O00918,L01389,Discovery Call,49653,40.0,1,2026-01-16,Karan Desai,
O00919,L02243,Proposal Shared,40231,26.0,47,2025-12-04,Amit Patel,
O00920,L03185,Inbound Lead,475111,83.0,13,2026-04-05,Amit Patel,
O00921,L00334,Discovery Call,40226,27.0,60,2026-07-30,Rahul Mehta,
O00922,L04280,Negotiation,340584,38.0,38,2026-03-26,Karan Desai,
O00923,L00485,Closed Won,146670,100.0,47,2026-06-19,Karan Desai,
O00924,L01476,Solution Discussion,486064,58.0,36,2026-05-23,Priya Shah,
O00925,L02715,Negotiation,171250,89.0,1,2026-05-05,Rahul Mehta,
O00926,L02104,Discovery Call,439512,70.0,17,2026-02-12,Priya Shah,
O00927,L04037,Proposal Sent,458069,59.0,48,2026-02-24,Neha Joshi,
O00928,L01433,Closed Won,140027,100.0,38,2026-02-06,Priya Shah,
O00929,L00968,Won,316012,100.0,58,2026-05-19,Neha Joshi,
O00930,L01406,Closed Won,12425,100.0,43,2026-01-28,Rahul Mehta,
O00931,L00014,Proposal Sent,370225,52.0,15,2026-04-02,Rahul Mehta,
O00932,L03501,Negotiation,460486,44.0,19,2026-05-14,Rahul Mehta,
O00933,L04130,Closed Won,499760,100.0,37,2026-05-02,Amit Patel,
O00934,L04395,Proposal Submitted,43484,52.0,1,2025-11-30,Neha Joshi,
O00935,L00514,Negotiation,46645,47.0,68,2026-03-26,Amit Patel,
O00936,L02468,Closed Lost,486774,0.0,43,2025-11-15,Priya Shah,Delayed Initiative
O00937,L00623,Proposal Submitted,395487,37.0,59,2026-03-17,Rahul Mehta,
O00938,L01478,Closed Lost,79167,0.0,3,2026-06-26,Amit Patel,No Decision
O00939,L04266,Discovery Call,12671,27.0,59,2026-04-27,Amit Patel,
O00940,L03434,Closed Lost,261386,0.0,79,2026-09-01,Neha Joshi,
O00941,L02193,Closed Won,19291,100.0,8,2026-08-17,Amit Patel,
O00942,L04903,Won,32948,,50,2026-08-11,Karan Desai,
O00943,L00137,Won,174695,100.0,35,2026-09-04,Priya Shah,
O00944,L03006,Inbound Lead,479586,54.0,4,2026-05-14,Rahul Mehta,
O00945,L03069,Negotiation,60919,26.0,44,2025-11-25,Karan Desai,
O00946,L02444,Proposal Shared,20590,29.0,51,2026-03-16,Amit Patel,
O00947,L03293,Solution Discussion,181441,36.0,22,2025-11-15,Rahul Mehta,
O00948,L04697,Closed Won,57206,100.0,58,2026-01-22,Amit Patel,
O00949,L01131,Proposal Submitted,16206,56.0,1,2026-01-21,Priya Shah,
O00950,L02508,Closed Lost,12065,0.0,5,2026-02-23,Karan Desai,Delayed Initiative
O00951,L04754,Closed Won,42428,100.0,37,2026-07-08,Karan Desai,
O00952,L03954,Negotiation,144737,63.0,35,2025-12-13,Amit Patel,
O00953,L02333,Tech Call,104660,55.0,20,2026-08-17,Amit Patel,
O00954,L02682,Negotiation,270352,37.0,51,2025-11-17,Neha Joshi,
O00955,L03492,Won,157081,100.0,45,2026-09-03,Karan Desai,
O00956,L03139,Negotiation,75093,42.0,52,2026-07-31,Neha Joshi,
O00957,L04168,Lost,415286,0.0,32,2026-01-08,Neha Joshi,No Decision
O00958,L03169,Proposal Sent,111721,53.0,47,2026-08-03,Rahul Mehta,
O00959,L00984,Proposal Sent,18636,84.0,26,2026-08-27,Amit Patel,
O00960,L01816,Inbound Lead,82753,38.0,76,2026-06-17,Rahul Mehta,
O00961,L04438,Closed Won,46820,100.0,18,2025-11-26,Rahul Mehta,
O00962,L00803,Negotiation,154909,54.0,77,2026-08-23,Priya Shah,
O00963,L00976,Won,17630,100.0,35,2026-06-22,Karan Desai,
O00964,L00876,Proposal Sent,40562,72.0,7,2026-01-16,Neha Joshi,
O00965,L00276,Closed Lost,26942,0.0,62,2026-02-21,Amit Patel,No Decision
O00966,L04210,Proposal Submitted,21019,51.0,37,2026-02-28,Neha Joshi,
O00967,L03336,Negotiation,16276,70.0,52,2026-04-09,Rahul Mehta,
O00968,L03419,Negotiation,472805,44.0,59,2025-12-01,Amit Patel,
O00969,L04269,Proposal Sent,21814,54.0,41,2026-06-09,Amit Patel,
O00970,L03571,Lost,343729,0.0,23,2026-01-30,Priya Shah,Delayed Initiative
O00971,L00839,Discovery Call,11528,31.0,54,2026-06-04,Karan Desai,
O00972,L02856,Won,185389,100.0,35,2025-12-22,Amit Patel,
O00973,L02173,Closed Won,180635,100.0,48,2026-05-29,Priya Shah,
O00974,L01561,Proposal Sent,91884,11.0,1,2025-12-02,Karan Desai,
O00975,L03036,Discovery Call,74507,26.0,43,2026-07-04,Amit Patel,
O00976,L03523,Won,35177,100.0,22,2026-07-30,Rahul Mehta,
O00977,L03507,Lost,43875,0.0,68,2025-12-18,Amit Patel,Competitor Chosen
O00978,L01446,Lost,484604,,47,2026-06-11,Rahul Mehta,Budget Constraints
O00979,L01378,Technical Consultation,53515,32.0,39,2026-01-12,Neha Joshi,
O00980,L01651,Closed Won,42493,100.0,44,2026-01-03,Karan Desai,
O00981,L03178,Negotiation,124477,39.0,15,2026-04-30,Amit Patel,
O00982,L02259,Technical Consultation,17595,20.0,67,2026-02-23,Amit Patel,
O00983,L01397,Won,108733,100.0,74,2026-07-24,Amit Patel,
O00984,L04939,Closed Won,21178,100.0,42,2026-07-07,Karan Desai,
O00985,L02694,Lost,114028,0.0,66,2026-06-12,Amit Patel,Competitor Chosen
O00986,L04592,Closed Won,31199,100.0,23,2025-12-26,Rahul Mehta,
O00987,L03505,Negotiation,38586,30.0,19,2026-06-09,Priya Shah,
O00988,L00641,Discovery Call,30886,28.0,35,2025-12-30,Priya Shah,
O00989,L03652,Lost,341334,0.0,43,2026-04-07,Karan Desai,Delayed Initiative
O00990,L00561,Discovery Call,108786,26.0,27,2025-12-13,Priya Shah,
O00991,L00040,Proposal Submitted,82072,75.0,45,2026-04-07,Rahul Mehta,
O00992,L02616,Won,227599,100.0,41,2026-03-08,Priya Shah,
O00993,L02177,Proposal Shared,10523,56.0,15,2025-12-15,Priya Shah,
O00994,L00074,Discovery Call,187189,28.0,45,2026-07-13,Neha Joshi,
O00995,L01533,Tech Call,144266,86.0,52,2025-12-24,Rahul Mehta,
O00996,L00779,Closed Lost,116856,0.0,38,2026-01-18,Priya Shah,Delayed Initiative
O00997,L02229,Discovery Call,67334,69.0,58,2026-05-15,Amit Patel,
O00998,L04748,Proposal Submitted,252614,32.0,10,2026-03-01,Rahul Mehta,
O00999,L01217,Proposal Submitted,20457,75.0,44,2026-02-16,Priya Shah,
O01000,L03095,Solution Discussion,90223,28.0,11,2026-03-10,Amit Patel,
O01001,L02032,Negotiation,30498,28.0,12,2026-05-16,Neha Joshi,
O01002,L04862,Proposal Sent,348133,68.0,22,2026-08-27,Priya Shah,
O01003,L03346,Proposal Shared,22758,94.0,16,2026-09-01,Karan Desai,
O01004,L02762,Negotiation,395203,38.0,24,2026-02-10,Amit Patel,
O01005,L02767,Won,28996,100.0,30,2026-08-08,Neha Joshi,
O01006,L02362,Closed Lost,390661,0.0,51,2026-06-05,Neha Joshi,
O01007,L03587,Lost,130060,0.0,28,2026-08-04,Priya Shah,Delayed Initiative
O01008,L02851,Inbound Lead,477660,52.0,3,2026-06-27,Amit Patel,
O01009,L00627,Proposal Shared,18080,59.0,57,2026-07-22,Neha Joshi,
O01010,L01843,Won,18811,,18,2026-05-16,Neha Joshi,
O01011,L02434,Negotiation,107182,48.0,33,2026-04-19,Rahul Mehta,
O01012,L04775,Inbound Lead,47963,38.0,43,2026-06-22,Amit Patel,
O01013,L00268,Tech Call,105614,23.0,38,2026-04-03,Amit Patel,
O01014,L00870,Discovery Call,468856,33.0,56,2026-08-08,Priya Shah,
O01015,L03517,Proposal Sent,92140,72.0,44,2026-05-07,Amit Patel,
O01016,L04271,Discovery Call,14283,40.0,17,2025-12-27,Karan Desai,
O01017,L03915,Proposal Shared,48724,75.0,78,2026-08-03,Karan Desai,
O01018,L03187,Tech Call,38378,,38,2026-09-02,Rahul Mehta,
O01019,L03044,Closed Won,15030,100.0,32,2026-06-20,Priya Shah,
O01020,L01147,Proposal Submitted,301005,34.0,54,2025-12-09,Priya Shah,
O01021,L01623,Tech Call,86587,16.0,39,2026-04-10,Karan Desai,
O01022,L04854,Tech Call,125011,42.0,42,2026-05-31,Neha Joshi,
O01023,L00312,Lost,389398,,84,2026-06-04,Neha Joshi,Budget Constraints
O01024,L04758,Closed Lost,62159,0.0,29,2026-01-06,Priya Shah,Delayed Initiative
O01025,L00774,Lost,247140,0.0,28,2026-08-08,Amit Patel,Delayed Initiative
O01026,L02799,Technical Consultation,27831,44.0,37,2026-08-16,Karan Desai,
O01027,L01515,Won,144821,100.0,56,2026-03-16,Amit Patel,
O01028,L03599,Inbound Lead,15779,,4,2026-02-18,Priya Shah,
O01029,L04221,Closed Won,278575,100.0,1,2026-08-23,Rahul Mehta,
O01030,L04714,Negotiation,41580,64.0,23,2026-01-22,Rahul Mehta,
O01031,L04167,Negotiation,328546,61.0,2,2026-08-09,Rahul Mehta,
O01032,L01045,Negotiation,489609,44.0,26,2026-01-07,Amit Patel,
O01033,L01781,Tech Call,427343,25.0,45,2026-08-21,Rahul Mehta,
O01034,L04402,Won,55984,100.0,17,2026-08-19,Priya Shah,
O01035,L02579,Negotiation,42139,26.0,6,2026-07-29,Neha Joshi,
O01036,L00686,Proposal Sent,10295,29.0,36,2026-04-05,Rahul Mehta,
O01037,L00183,Inbound Lead,101550,40.0,52,2026-02-08,Rahul Mehta,
O01038,L00469,Proposal Sent,130176,,1,2026-07-29,Amit Patel,
O01039,L02991,Discovery Call,182101,25.0,51,2026-05-11,Karan Desai,
O01040,L01087,Proposal Shared,29195,45.0,51,2026-03-14,Neha Joshi,
O01041,L00167,Discovery Call,19915,29.0,54,2026-01-19,Amit Patel,
O01042,L02986,Closed Won,409467,100.0,59,2026-08-21,Neha Joshi,
O01043,L01858,Solution Discussion,21037,40.0,79,2026-01-12,Rahul Mehta,
O01044,L02416,Discovery Call,295738,,27,2026-03-24,Amit Patel,
O01045,L03706,Won,148796,100.0,37,2026-08-18,Amit Patel,
O01046,L04653,Won,267275,100.0,26,2026-07-29,Priya Shah,
O01047,L03806,Closed Lost,30936,0.0,35,2026-07-15,Neha Joshi,Competitor Chosen
O01048,L00925,Tech Call,68141,43.0,65,2026-01-28,Priya Shah,
O01049,L01125,Discovery Call,309744,40.0,8,2025-11-27,Neha Joshi,
O01050,L00075,Proposal Submitted,24211,67.0,17,2026-06-18,Neha Joshi,
